@relation processed_comments

@attribute Worth {Worthy,NotWorthy}
@attribute character_count numeric
@attribute word_count numeric
@attribute emoticon_count numeric
@attribute punctuation_count numeric
@attribute response_count numeric
@attribute post_comment_similarity numeric
@attribute sentence_count numeric
@attribute avg_sentence_len numeric
@attribute avg_syllables_per_word numeric
@attribute flesch_kinkaid_ease numeric
@attribute gunning_fog_index numeric

@data
NotWorthy,27,7,0,1,0,0.025717,1,7,1,115.13,2.8
NotWorthy,81,17,0,3,0,0.074239,1,17,1.470588,65.168235,11.505882
Worthy,207,40,1,7,1,0.049801,3,13,1.384615,76.501538,8.276923
Worthy,1371,258,0,45,0,0.164717,16,16.3125,1.402299,71.64333,9.896648
Worthy,403,75,0,14,4,0.047246,6,12.5,1.386667,76.8355,8.733333
Worthy,94,17,0,1,1,0.062994,1,17,1.352941,75.121176,11.505882
NotWorthy,188,34,0,2,0,0.069007,2,17,1.705882,45.262353,13.858824
Worthy,345,62,0,7,7,0.086617,6,10.5,1.444444,73.9775,8.644444
NotWorthy,274,48,0,8,0,0.081832,5,9.6,1.541667,66.666,8.84
Worthy,995,179,2,41,1,0.182803,8,22.125,1.485876,58.67304,13.369774
Worthy,456,84,1,12,1,0.101892,7,12.285714,1.465116,70.416163,9.565449
NotWorthy,72,10,0,8,0,0.018185,4,3,1.5,76.89,11.2
Worthy,1199,216,1,50,0,0.127412,13,16.692308,1.419355,69.814888,10.179227
Worthy,985,183,0,19,0,0.126363,8,22.875,1.409836,64.344744,12.428689
Worthy,540,98,0,15,0,0.109298,6,16.5,1.424242,69.596591,9.428283
NotWorthy,63,13,0,3,0,0.050508,2,6.5,1.461538,76.591346,5.676923
Worthy,1340,269,2,31,1,0.106176,14,19.285714,1.340741,73.833333,10.529101
Worthy,428,84,0,6,0,0.135526,6,14,1.380952,75.796429,9.409524
NotWorthy,179,38,0,8,2,0.074304,6,6.333333,1.394737,82.41193,5.691228
Worthy,230,43,1,5,0,0.045462,2,21.5,1.651163,45.324128,16.04186
Worthy,303,61,0,7,0,0.050508,6,10.333333,1.225806,92.643441,4.778495
Worthy,394,65,1,26,0,0.078743,7,9.714286,1.397059,78.783824,7.415126
Worthy,180,34,0,10,0,0.041996,5,7,1.428571,78.872857,7.371429
Worthy,294,54,1,9,0,0.050508,4,13.25,1.415094,73.669269,9.073585
Worthy,149,25,0,4,0,0.047619,2,12.5,1.56,62.1715,8.2
NotWorthy,137,25,0,10,0,0.02381,3,8.333333,1.24,93.472667,4.933333
Worthy,277,51,0,8,0,0.080178,3,17.666667,1.433962,67.590126,9.330818
Worthy,865,164,0,15,0,0.121829,7,24,1.39881,64.135714,13.171429
NotWorthy,122,24,0,3,0,0.053722,3,8,1.291667,89.44,3.2
NotWorthy,242,31,0,12,0,0.075974,6,6,1.972222,33.895,13.511111
Worthy,508,101,3,12,0,0.064899,8,12.75,1.352941,79.434926,6.668627
Worthy,369,61,1,9,0,0.090351,7,8.571429,1.65,58.545,10.095238
Worthy,188,29,0,6,0,0.02381,4,7.75,1.645161,59.788105,12.132258
Worthy,467,89,0,9,1,0.112687,3,30,1.388889,58.885,16
Worthy,351,57,2,13,0,0.057901,8,7.375,1.610169,63.129036,7.017797
Worthy,656,121,0,26,0,0.061185,10,12.3,1.390244,76.735866,8.172033
Worthy,242,38,0,2,4,0.120727,2,19,1.763158,38.386842,16.021053
NotWorthy,66,12,0,1,0,0.058471,1,12,1.333333,81.855,4.8
NotWorthy,181,35,1,12,0,0.039223,4,8.75,1.171429,98.850893,4.642857
NotWorthy,125,19,0,2,0,0.101274,2,9.5,2.052632,23.539868,16.431579
Worthy,554,107,0,18,2,0.111631,7,15.285714,1.271028,83.791028,7.983445
Worthy,1537,241,1,73,0,0.160921,19,13.105263,1.60241,57.969302,11.828451
NotWorthy,677,62,0,87,0,0,26,3.153846,2.243902,13.7997,8.578612
Worthy,1169,206,2,53,0,0.10853,22,9.363636,1.480583,72.073628,8.988173
NotWorthy,115,22,0,4,0,0,2,11,1.409091,76.460909,6.218182
Worthy,277,47,0,15,0,0.102728,3,16,1.541667,60.17,11.4
NotWorthy,38,8,0,1,1,0.049266,1,8,1.5,71.815,8.2
Worthy,409,73,0,8,2,0.035394,3,24.333333,1.534247,52.339406,15.760731
NotWorthy,418,65,1,27,0,0.069673,7,9.285714,1.661538,56.843846,11.098901
Worthy,108,19,0,4,0,0,1,19,1.315789,76.234211,9.705263
Worthy,399,81,1,12,0,0.069673,5,16.4,1.219512,87.018268,8.51122
NotWorthy,479,88,0,14,2,0.078975,6,14.666667,1.477273,66.971061,10.866667
NotWorthy,109,17,0,6,1,0.0548,3,5.666667,1.588235,66.718627,6.972549
NotWorthy,117,19,1,6,2,0.047458,5,4,1.6,67.415,7.6
Worthy,349,57,0,12,2,0.031068,5,11.6,1.655172,55.033414,10.157241
Worthy,1127,193,0,40,1,0.225345,10,19.6,1.484694,61.335898,12.533878
Worthy,197,38,0,2,4,0.128835,2,19,1.578947,53.971053,14.968421
Worthy,199,37,0,6,2,0.05726,1,37,1.513514,41.236757,19.124324
Worthy,402,85,0,11,7,0.075748,3,28.333333,1.294118,68.594314,12.745098
NotWorthy,103,22,0,4,8,0.040489,1,22,1.227273,80.677727,8.8
NotWorthy,35,7,1,0,0,0,1,7,1,115.13,2.8
Worthy,250,50,2,7,9,0.11176,5,9.6,1.416667,77.241,7.173333
Worthy,308,52,0,7,1,0.073922,4,13,1.634615,55.351538,12.123077
Worthy,443,86,0,9,3,0.087833,5,17.2,1.372093,73.29793,10.135814
Worthy,416,77,0,8,4,0.091984,5,15.4,1.38961,73.642961,7.718442
Worthy,1518,280,1,56,10,0.103169,14,20.071429,1.423488,66.035454,11.017895
Worthy,2134,391,0,54,5,0.170487,17,23.411765,1.484925,57.447436,13.686314
Worthy,988,176,0,27,0,0.169672,10,17.6,1.517045,60.628955,11.130909
Worthy,720,135,0,20,3,0.117684,7,19.285714,1.444444,65.06,12.455026
Worthy,1126,201,0,41,3,0.111076,16,12.6875,1.448276,71.43305,9.409975
NotWorthy,217,42,0,9,7,0.088121,3,14,1.5,65.725,8.457143
Worthy,249,48,0,8,1,0.130677,4,12,1.333333,81.855,5.633333
Worthy,171,34,0,2,0,0.093161,1,34,1.441176,50.401471,15.952941
NotWorthy,445,70,2,20,0,0.08686,3,22.666667,1.794118,32.04598,17.890196
Worthy,428,70,0,24,0,0.120983,7,10.428571,1.493151,69.929452,6.911155
Worthy,587,101,0,15,3,0.056028,9,11.222222,1.574257,62.262266,10.825523
Worthy,288,50,0,8,0,0.073922,5,10,1.64,57.941,9.6
Worthy,204,39,0,5,1,0.058747,2,19.5,1.435897,65.565577,10.876923
NotWorthy,374,71,2,14,0,0.073672,6,11.5,1.391304,77.458152,8.078261
NotWorthy,425,70,1,14,0,0.080486,6,12,1.694444,51.305,11.466667
Worthy,425,79,1,17,0,0.086569,6,13,1.448718,71.078462,9.302564
Worthy,321,56,0,12,5,0.036202,3,18.666667,1.589286,53.434762,12.466667
Worthy,243,49,0,5,0,0,2,24.5,1.204082,80.102194,11.432653
Worthy,319,55,1,11,3,0.100042,6,9.333333,1.392857,79.525952,8.733333
NotWorthy,129,25,0,8,0,0.0553,3,8.333333,1.32,86.704667,6.533333
NotWorthy,146,28,1,3,0,0.1106,3,9.333333,1.285714,88.590238,5.161905
NotWorthy,114,18,0,5,0,0.031928,3,6.333333,1.473684,75.732982,6.74386
NotWorthy,166,31,0,6,0,0.026565,2,15.5,1.419355,71.025081,10.070968
NotWorthy,143,25,0,2,4,0.089144,1,25,1.28,73.172,11.6
NotWorthy,209,39,0,4,2,0,2,19.5,1.461538,63.396346,14.979487
NotWorthy,21,4,0,2,1,0,2,2,1.75,56.755,10.8
Worthy,127,21,0,3,1,0.053486,3,7,1.666667,58.73,12.32381
NotWorthy,61,10,0,1,1,0,1,10,1.9,35.945,16
NotWorthy,134,26,0,4,1,0,1,26,1.384615,63.306538,15.015385
NotWorthy,156,24,0,8,0,0,4,6,1.541667,70.32,9.066667
Worthy,835,154,0,17,1,0.064791,8,19.25,1.38961,69.735211,10.297403
NotWorthy,187,37,0,11,1,0.066391,3,12.333333,1.135135,98.284234,4.933333
NotWorthy,25,6,0,2,0,0.032141,2,3,1.166667,105.09,1.2
NotWorthy,96,23,0,2,0,0.02414,1,23,1.173913,84.176957,10.93913
NotWorthy,198,34,1,7,1,0.057554,1,34,1.588235,37.960294,19.482353
NotWorthy,51,10,1,1,0,0,1,10,1.4,78.245,8
NotWorthy,74,14,0,2,1,0,1,14,1.428571,71.767857,11.314286
NotWorthy,44,11,0,2,1,0.041812,1,11,1.181818,95.688182,4.4
NotWorthy,62,10,0,4,0,0,1,10,1.9,35.945,16
Worthy,241,45,0,12,2,0,4,11.25,1.333333,82.61625,8.055556
NotWorthy,108,17,0,3,5,0.046524,2,8.5,2.058824,24.031029,17.517647
NotWorthy,583,95,1,9,2,0.117902,7,13.714286,1.65625,52.79625,14.235714
Worthy,186,31,0,2,5,0.084087,2,15.5,1.516129,62.837984,12.651613
NotWorthy,205,37,0,6,3,0.031209,2,18.5,1.432432,66.873716,9.562162
NotWorthy,188,29,0,3,0,0.069786,2,14.5,1.655172,52.089914,12.696552
Worthy,525,84,0,13,1,0.052831,6,14,1.761905,43.567857,14.647619
NotWorthy,151,33,0,6,0,0.036037,5,6.6,1.151515,102.717818,3.852121
Worthy,453,82,0,10,0,0.072889,3,27.333333,1.512195,51.159959,16.786992
Worthy,803,132,0,43,1,0.036342,18,7.666667,1.5,72.153333,8.284058
Worthy,605,121,0,8,1,0.031953,6,20.166667,1.297521,76.595585,10.711295
Worthy,234,39,0,7,1,0.135241,2,20,1.7,42.715,17
NotWorthy,56,11,1,2,0,0.016449,1,11,1.181818,95.688182,8.036364
NotWorthy,238,39,0,4,0,0.058155,3,13.333333,1.7,49.481667,14.333333
Worthy,655,101,0,23,0,0.051614,8,12.625,1.841584,38.222605,13.762871
NotWorthy,66,11,1,3,0,0.017584,3,4,1.5,75.875,8.266667
NotWorthy,197,36,0,4,0,0.030457,2,18,1.472222,64.015,9.422222
Worthy,416,76,0,4,1,0.050965,3,25.333333,1.447368,58.674298,14.34386
NotWorthy,404,78,0,10,0,0.032898,4,19.5,1.410256,67.734808,11.389744
NotWorthy,143,27,0,7,0,0.014028,1,27,1.37037,63.496667,13.762963
NotWorthy,203,37,0,11,0,0.042694,4,9.5,1.263158,90.329342,5.905263
Worthy,553,88,1,10,0,0.061737,7,12.571429,1.806818,41.218182,15.028571
Worthy,521,91,1,18,0,0.065393,5,18,1.566667,56.025,13.866667
Worthy,285,46,0,11,0,0.02849,5,9.2,1.521739,68.75787,8.027826
NotWorthy,223,38,0,5,0,0.021347,4,9.5,1.605263,61.387237,12.221053
NotWorthy,14,2,0,1,0,0,1,2,1.5,77.905,0.8
NotWorthy,133,23,0,4,0,0.023376,1,23,1.478261,58.42913,14.417391
NotWorthy,42,8,0,2,1,0,1,8,1.375,82.39,8.2
Worthy,622,109,0,24,1,0.055098,7,15.571429,1.504587,63.741927,10.265269
NotWorthy,62,11,0,2,1,0.030179,1,11,1.454545,72.615455,8.036364
NotWorthy,4,1,0,0,0,0,1,1,1,121.22,0.4
Worthy,746,133,0,31,4,0.147844,4,33.25,1.421053,52.865197,17.811278
NotWorthy,718,128,0,13,3,0.13589,7,18.285714,1.507813,60.714063,11.376786
NotWorthy,320,50,2,19,2,0.042679,8,6.5,1.576923,66.829808,5.676923
Worthy,409,72,2,9,2,0.16988,4,17.75,1.422535,68.472271,11.607042
NotWorthy,169,30,0,6,1,0.079026,3,10,1.366667,81.065,5.333333
NotWorthy,43,7,0,0,0,0.073922,1,7,1.714286,54.701429,8.514286
NotWorthy,45,8,0,3,2,0.073922,2,4,1.625,65.3,11.6
NotWorthy,174,33,0,7,1,0.106697,3,11,1.333333,82.87,8.036364
NotWorthy,109,21,0,5,1,0.041005,4,5.25,1.333333,88.70625,2.1
NotWorthy,72,12,0,3,1,0.05588,1,12,1.583333,60.705,4.8
NotWorthy,150,27,0,5,0,0.023376,3,9,1.37037,81.766667,5.081481
NotWorthy,114,23,0,5,0,0.020502,5,4.6,1.347826,88.139913,7.057391
NotWorthy,181,35,0,6,1,0.05726,3,11.666667,1.342857,81.387619,9.238095
NotWorthy,74,12,0,1,2,0,1,12,1.666667,53.655,11.466667
NotWorthy,131,21,0,3,0,0.046752,1,21,1.47619,60.634286,10.304762
Worthy,357,69,0,10,0,0.063041,2,34.5,1.434783,50.434891,18.437681
Worthy,1308,232,4,40,0,0.078979,10,23.1,1.549784,52.276812,13.569004
NotWorthy,63,14,0,2,0,0.036961,1,14,1.214286,89.896429,8.457143
Worthy,396,71,0,15,0,0.104542,6,12.166667,1.356164,79.754326,7.058447
NotWorthy,121,23,0,3,0,0.130677,2,11.5,1.26087,88.492935,4.6
NotWorthy,47,9,0,1,0,0.036961,1,9,1.444444,75.5,8.044444
Worthy,373,70,0,5,0,0.088707,4,17.5,1.428571,68.215357,11
